                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                   1.02,                0.64341,                 1.1167,                0.80757,                0.65694,                0.71899,                0.43996,                  1.128,                0.68044,                 1.2414,              0.0063787,              0.0063787,              0.0063787
                    141,                 1.0118,                0.64853,                 1.1163,                0.82534,                0.64141,                0.71635,                0.43809,                 1.1331,                0.67992,                 1.2437,              0.0063526,              0.0063526,              0.0063526
                    142,                 1.0077,                0.63233,                  1.111,                0.81704,                 0.6505,                0.71299,                0.43467,                 1.1329,                0.67603,                 1.2426,              0.0063266,              0.0063266,              0.0063266
                    143,                 1.0142,                0.64308,                 1.1137,                0.80385,                0.65477,                 0.7124,                0.43309,                 1.1314,                0.67227,                 1.2406,              0.0063005,              0.0063005,              0.0063005
                    144,                 1.0066,                0.63146,                 1.1086,                0.78539,                0.64753,                0.71726,                0.43393,                   1.13,                0.66569,                   1.24,              0.0062745,              0.0062745,              0.0062745
                    145,                  1.004,                0.63594,                 1.1144,                 0.7742,                0.64689,                0.71972,                0.44091,                 1.1284,                0.66524,                 1.2405,              0.0062484,              0.0062484,              0.0062484
                    146,                 1.0092,                0.63409,                 1.1089,                0.74617,                0.66739,                 0.7167,                0.43661,                 1.1267,                0.66291,                 1.2382,              0.0062224,              0.0062224,              0.0062224
                    147,                0.99865,                0.63051,                 1.1073,                0.72713,                0.68648,                0.71741,                0.44169,                 1.1247,                0.65973,                 1.2366,              0.0061963,              0.0061963,              0.0061963
                    148,                  1.004,                0.63793,                 1.1109,                0.74714,                0.65428,                0.71851,                0.43894,                 1.1244,                0.65629,                 1.2371,              0.0061703,              0.0061703,              0.0061703
                    149,                 1.0039,                0.63196,                 1.1071,                0.73855,                0.66431,                0.71594,                0.44089,                 1.1251,                0.65725,                 1.2375,              0.0061442,              0.0061442,              0.0061442
                    150,                 1.0071,                0.63354,                 1.1141,                0.75405,                0.67565,                 0.7148,                0.43941,                 1.1239,                0.65958,                 1.2378,              0.0061182,              0.0061182,              0.0061182
                    151,                 1.0012,                 0.6369,                 1.1113,                0.76733,                0.66597,                0.72289,                0.44362,                 1.1228,                 0.6616,                 1.2365,              0.0060921,              0.0060921,              0.0060921
                    152,                0.99553,                0.62932,                 1.1081,                 0.7755,                0.66138,                0.72174,                0.44541,                 1.1232,                0.66256,                  1.237,              0.0060661,              0.0060661,              0.0060661
                    153,                0.99673,                0.62504,                 1.1065,                0.78598,                0.64542,                0.72084,                0.44426,                 1.1239,                0.66565,                 1.2369,                0.00604,                0.00604,                0.00604
                    154,                0.99572,                0.62663,                 1.1042,                0.71704,                0.66695,                0.71285,                0.43766,                  1.122,                0.66174,                  1.235,              0.0060139,              0.0060139,              0.0060139
                    155,                0.99686,                0.62556,                 1.1019,                 0.7485,                0.64932,                0.71751,                0.44448,                 1.1224,                0.66112,                 1.2349,              0.0059879,              0.0059879,              0.0059879
                    156,                0.99749,                0.62843,                 1.1076,                0.73253,                0.67037,                 0.7132,                0.44014,                 1.1216,                0.65836,                 1.2354,              0.0059618,              0.0059618,              0.0059618
                    157,                0.99626,                0.62906,                 1.1042,                 0.7542,                0.65886,                0.71452,                0.44042,                 1.1213,                0.65581,                  1.237,              0.0059358,              0.0059358,              0.0059358
                    158,                0.99915,                0.63117,                 1.1105,                0.75249,                0.65352,                0.71939,                0.43947,                  1.123,                0.65489,                 1.2396,              0.0059097,              0.0059097,              0.0059097
                    159,                0.99567,                0.62399,                 1.1076,                 0.7311,                0.66403,                0.72061,                0.43372,                  1.123,                0.65573,                 1.2412,              0.0058837,              0.0058837,              0.0058837
                    160,                 0.9914,                0.61969,                 1.1024,                 0.7327,                0.66396,                0.72008,                0.43602,                 1.1225,                  0.659,                 1.2417,              0.0058576,              0.0058576,              0.0058576
                    161,                0.98936,                0.61649,                 1.1026,                0.75159,                0.65488,                0.71878,                0.43867,                 1.1201,                0.66022,                 1.2387,              0.0058316,              0.0058316,              0.0058316
                    162,                0.99334,                 0.6162,                 1.0973,                0.71448,                0.66975,                0.71639,                0.43815,                 1.1204,                0.66208,                  1.238,              0.0058055,              0.0058055,              0.0058055
                    163,                0.98283,                0.61536,                 1.0945,                0.74483,                0.65232,                0.71898,                0.43828,                 1.1202,                0.66001,                 1.2381,              0.0057795,              0.0057795,              0.0057795
                    164,                0.98981,                0.61646,                 1.0947,                0.74556,                0.65227,                0.71839,                0.44066,                 1.1201,                0.66016,                 1.2378,              0.0057534,              0.0057534,              0.0057534
                    165,                0.98321,                0.62132,                 1.1021,                0.74438,                0.66605,                0.72106,                 0.4443,                 1.1216,                0.66232,                 1.2385,              0.0057274,              0.0057274,              0.0057274
                    166,                0.98779,                0.61826,                 1.0978,                 0.7264,                0.66901,                0.72051,                0.44325,                 1.1212,                0.66308,                 1.2384,              0.0057013,              0.0057013,              0.0057013
                    167,                0.98412,                0.62074,                 1.1067,                0.72189,                0.67914,                0.72102,                 0.4438,                 1.1219,                0.66295,                 1.2384,              0.0056753,              0.0056753,              0.0056753
                    168,                0.98644,                0.62304,                 1.1045,                0.70457,                0.68585,                0.72013,                0.44361,                 1.1224,                  0.664,                 1.2389,              0.0056492,              0.0056492,              0.0056492
                    169,                0.98868,                0.60966,                 1.0966,                0.71906,                0.70233,                0.72281,                0.44562,                 1.1222,                0.66311,                 1.2384,              0.0056232,              0.0056232,              0.0056232
                    170,                0.98746,                0.61535,                 1.0975,                0.71489,                0.70806,                0.72195,                0.44447,                 1.1225,                0.66377,                 1.2381,              0.0055971,              0.0055971,              0.0055971
                    171,                0.98276,                0.60898,                 1.0889,                0.70376,                0.68827,                0.72035,                 0.4441,                 1.1226,                0.66261,                 1.2377,              0.0055711,              0.0055711,              0.0055711
                    172,                0.98293,                0.61307,                 1.0934,                0.69391,                 0.6869,                 0.7173,                0.44396,                 1.1231,                0.66315,                 1.2379,               0.005545,               0.005545,               0.005545
                    173,                0.98239,                0.61209,                 1.0971,                0.71807,                0.66665,                0.71722,                0.44551,                 1.1225,                0.66493,                 1.2382,              0.0055189,              0.0055189,              0.0055189
                    174,                0.98165,                0.60625,                 1.0939,                0.72054,                0.66669,                0.71746,                0.44427,                 1.1227,                0.66525,                 1.2378,              0.0054929,              0.0054929,              0.0054929
                    175,                 0.9849,                0.60547,                 1.0955,                0.73185,                0.66432,                 0.7182,                0.44525,                 1.1224,                0.66511,                 1.2374,              0.0054668,              0.0054668,              0.0054668
                    176,                0.97921,                0.61122,                 1.0956,                0.72602,                0.67041,                0.71696,                0.44482,                 1.1214,                0.66505,                 1.2362,              0.0054408,              0.0054408,              0.0054408
                    177,                0.97776,                0.60393,                 1.0986,                0.72459,                0.67262,                0.71856,                0.44433,                 1.1213,                0.66423,                 1.2369,              0.0054147,              0.0054147,              0.0054147
                    178,                0.97326,                0.60817,                 1.0941,                0.70615,                0.69315,                0.71874,                0.44359,                 1.1212,                0.66391,                 1.2367,              0.0053887,              0.0053887,              0.0053887
                    179,                0.97489,                  0.614,                 1.0944,                0.70982,                0.69189,                0.71711,                0.44423,                 1.1203,                0.66387,                  1.236,              0.0053626,              0.0053626,              0.0053626
                    180,                0.97235,                0.60216,                  1.097,                0.70986,                 0.6918,                0.71613,                0.44311,                 1.1207,                0.66444,                 1.2359,              0.0053366,              0.0053366,              0.0053366
                    181,                0.97552,                0.59881,                  1.093,                0.70675,                0.68575,                0.71624,                0.44256,                 1.1223,                0.66539,                 1.2374,              0.0053105,              0.0053105,              0.0053105
                    182,                0.97958,                0.60372,                  1.094,                0.71444,                0.68487,                0.71713,                0.44414,                 1.1223,                 0.6656,                 1.2381,              0.0052845,              0.0052845,              0.0052845
                    183,                 0.9773,                0.59839,                 1.0913,                0.73081,                0.66862,                0.71784,                0.44349,                 1.1237,                0.66758,                 1.2395,              0.0052584,              0.0052584,              0.0052584
                    184,                0.97334,                0.59774,                 1.0907,                0.73772,                0.67079,                 0.7175,                0.44072,                 1.1241,                0.66894,                 1.2403,              0.0052324,              0.0052324,              0.0052324
                    185,                0.97628,                0.60079,                 1.0872,                0.74543,                0.66692,                0.71763,                0.44312,                  1.124,                0.66939,                 1.2402,              0.0052063,              0.0052063,              0.0052063
                    186,                0.97057,                0.59664,                 1.0882,                0.74153,                 0.6662,                  0.719,                  0.442,                 1.1252,                0.66887,                 1.2409,              0.0051803,              0.0051803,              0.0051803
                    187,                0.96944,                0.60326,                 1.0904,                0.73111,                0.66733,                0.71717,                0.44087,                 1.1247,                0.66918,                 1.2404,              0.0051542,              0.0051542,              0.0051542
                    188,                0.95746,                 0.5886,                 1.0804,                0.73392,                0.67049,                0.71782,                0.44035,                 1.1247,                0.66813,                   1.24,              0.0051282,              0.0051282,              0.0051282
                    189,                0.96576,                0.59709,                 1.0876,                0.73889,                0.66599,                0.71793,                0.44146,                 1.1239,                0.66742,                 1.2395,              0.0051021,              0.0051021,              0.0051021
                    190,                0.96176,                0.58632,                 1.0892,                0.73886,                0.67608,                0.71966,                0.44225,                 1.1233,                0.66707,                 1.2394,              0.0050761,              0.0050761,              0.0050761
                    191,                0.96204,                0.59026,                 1.0868,                0.73518,                0.67377,                0.72007,                0.44261,                 1.1232,                0.66649,                 1.2398,                0.00505,                0.00505,                0.00505
                    192,                0.95912,                0.59058,                 1.0806,                0.74973,                0.67523,                0.72127,                0.44313,                 1.1232,                0.66548,                 1.2396,              0.0050239,              0.0050239,              0.0050239
                    193,                0.95825,                0.58586,                 1.0834,                0.75194,                0.67246,                0.72104,                0.44319,                 1.1226,                0.66419,                 1.2391,              0.0049979,              0.0049979,              0.0049979
                    194,                0.94795,                0.58511,                 1.0788,                0.74378,                0.67077,                0.71976,                0.44079,                 1.1226,                 0.6634,                 1.2393,              0.0049718,              0.0049718,              0.0049718
                    195,                0.96137,                0.59146,                 1.0833,                0.73808,                 0.6708,                0.71952,                0.44204,                 1.1228,                0.66179,                 1.2398,              0.0049458,              0.0049458,              0.0049458
                    196,                0.96914,                0.58896,                 1.0837,                0.74446,                0.67121,                0.72012,                0.44261,                 1.1224,                0.66109,                 1.2395,              0.0049197,              0.0049197,              0.0049197
                    197,                0.95977,                0.59294,                 1.0821,                0.75137,                0.66604,                 0.7219,                0.44254,                 1.1231,                0.66114,                 1.2405,              0.0048937,              0.0048937,              0.0048937
                    198,                0.95101,                 0.5818,                 1.0811,                0.74922,                0.66527,                0.72134,                0.44356,                 1.1232,                0.66013,                 1.2404,              0.0048676,              0.0048676,              0.0048676
                    199,                0.95108,                0.58035,                  1.077,                0.75838,                0.66421,                0.72383,                0.44575,                 1.1234,                0.66014,                 1.2405,              0.0048416,              0.0048416,              0.0048416
                    200,                0.95268,                0.58784,                 1.0788,                0.75746,                0.66168,                  0.723,                0.44375,                 1.1231,                 0.6602,                 1.2398,              0.0048155,              0.0048155,              0.0048155
                    201,                0.95858,                0.58829,                 1.0772,                0.75428,                0.66168,                 0.7229,                0.44799,                 1.1229,                 0.6612,                 1.2393,              0.0047895,              0.0047895,              0.0047895
                    202,                0.94942,                0.58182,                  1.081,                0.76132,                0.65621,                0.72247,                0.44829,                 1.1235,                0.66199,                 1.2396,              0.0047634,              0.0047634,              0.0047634
                    203,                0.93802,                0.57735,                 1.0734,                0.75513,                0.65056,                0.72288,                0.44862,                  1.124,                0.66154,                 1.2401,              0.0047374,              0.0047374,              0.0047374
                    204,                0.94675,                0.57771,                 1.0758,                0.76436,                0.64918,                0.72252,                0.44881,                 1.1243,                0.66175,                 1.2405,              0.0047113,              0.0047113,              0.0047113
                    205,                0.94667,                0.57917,                 1.0772,                0.76758,                0.64857,                0.72208,                0.44904,                 1.1244,                0.66191,                 1.2403,              0.0046853,              0.0046853,              0.0046853
                    206,                 0.9544,                0.58365,                 1.0822,                0.77939,                0.63933,                0.72276,                0.44954,                  1.124,                0.66216,                   1.24,              0.0046592,              0.0046592,              0.0046592
                    207,                0.95307,                0.58935,                 1.0806,                0.76211,                0.65585,                0.72434,                0.45035,                 1.1235,                0.66232,                 1.2398,              0.0046332,              0.0046332,              0.0046332
                    208,                0.94362,                0.57614,                 1.0748,                0.76371,                0.65452,                0.72448,                0.44791,                 1.1241,                0.66284,                 1.2407,              0.0046071,              0.0046071,              0.0046071
                    209,                0.95028,                0.57723,                 1.0802,                0.76467,                0.65649,                0.72451,                0.44786,                  1.124,                0.66412,                 1.2411,              0.0045811,              0.0045811,              0.0045811
                    210,                0.95058,                0.57672,                 1.0796,                0.76597,                 0.6552,                0.72315,                0.44771,                 1.1237,                0.66373,                 1.2407,               0.004555,               0.004555,               0.004555
                    211,                0.93965,                0.57379,                 1.0741,                0.76698,                0.65426,                0.72462,                0.44903,                 1.1243,                0.66329,                  1.241,              0.0045289,              0.0045289,              0.0045289
                    212,                0.94459,                0.57995,                 1.0762,                0.78031,                 0.6508,                0.72568,                0.44913,                 1.1248,                0.66391,                 1.2419,              0.0045029,              0.0045029,              0.0045029
                    213,                0.94597,                0.58203,                 1.0734,                0.77933,                0.65255,                0.72494,                0.44816,                 1.1257,                0.66293,                 1.2428,              0.0044768,              0.0044768,              0.0044768
                    214,                0.93902,                0.57116,                  1.071,                0.76609,                0.65527,                0.72582,                0.44798,                  1.126,                  0.663,                 1.2435,              0.0044508,              0.0044508,              0.0044508
                    215,                0.95092,                0.58388,                 1.0791,                0.75978,                0.66077,                0.72629,                0.44849,                 1.1265,                0.66343,                 1.2442,              0.0044247,              0.0044247,              0.0044247
                    216,                0.93602,                0.56843,                 1.0696,                0.75809,                0.66149,                0.72551,                0.44757,                 1.1264,                0.66391,                 1.2444,              0.0043987,              0.0043987,              0.0043987
                    217,                 0.9362,                0.56816,                 1.0717,                0.75858,                 0.6634,                0.72587,                0.44807,                 1.1261,                0.66463,                 1.2445,              0.0043726,              0.0043726,              0.0043726
                    218,                0.93841,                0.57514,                 1.0703,                0.76064,                0.66284,                0.72567,                0.44736,                 1.1261,                0.66456,                 1.2444,              0.0043466,              0.0043466,              0.0043466
                    219,                0.93709,                0.56656,                 1.0684,                0.76009,                0.66356,                0.72696,                0.44824,                 1.1261,                0.66505,                 1.2446,              0.0043205,              0.0043205,              0.0043205
                    220,                 0.9303,                0.56699,                 1.0695,                0.76159,                0.66253,                0.72686,                0.44925,                 1.1262,                0.66501,                 1.2451,              0.0042945,              0.0042945,              0.0042945
                    221,                0.92352,                0.56424,                 1.0642,                0.76327,                0.65974,                0.72664,                 0.4493,                 1.1262,                0.66537,                  1.245,              0.0042684,              0.0042684,              0.0042684
                    222,                0.92714,                0.56526,                 1.0656,                 0.7719,                0.65759,                 0.7272,                0.44978,                  1.126,                0.66552,                 1.2451,              0.0042424,              0.0042424,              0.0042424
                    223,                0.93881,                0.57143,                 1.0688,                0.77232,                0.65912,                0.72748,                0.44902,                 1.1261,                0.66553,                 1.2452,              0.0042163,              0.0042163,              0.0042163
                    224,                0.93018,                0.56644,                   1.07,                0.78688,                0.64547,                0.72609,                0.44732,                  1.126,                0.66627,                 1.2453,              0.0041903,              0.0041903,              0.0041903
                    225,                0.92072,                0.56345,                 1.0661,                0.78197,                0.64697,                0.72592,                 0.4474,                  1.126,                0.66681,                 1.2457,              0.0041642,              0.0041642,              0.0041642
                    226,                0.93846,                0.57114,                 1.0739,                0.77955,                0.65256,                0.72571,                0.44756,                  1.126,                0.66702,                  1.246,              0.0041382,              0.0041382,              0.0041382
                    227,                0.92737,                0.55841,                 1.0675,                 0.7798,                0.65298,                 0.7247,                0.44702,                 1.1263,                 0.6676,                 1.2466,              0.0041121,              0.0041121,              0.0041121
                    228,                0.92656,                0.56155,                 1.0653,                0.78056,                0.65172,                0.72505,                0.44747,                  1.126,                0.66719,                 1.2466,              0.0040861,              0.0040861,              0.0040861
                    229,                0.92379,                0.55945,                 1.0639,                0.78155,                0.65137,                0.72526,                0.44697,                 1.1261,                0.66762,                 1.2467,                0.00406,                0.00406,                0.00406
                    230,                0.92562,                0.55864,                 1.0619,                0.78098,                0.65162,                0.72443,                0.44813,                 1.1264,                0.66736,                  1.247,              0.0040339,              0.0040339,              0.0040339
                    231,                0.92493,                 0.5621,                 1.0675,                0.78197,                0.65126,                0.72481,                0.44795,                 1.1265,                0.66713,                 1.2469,              0.0040079,              0.0040079,              0.0040079
                    232,                0.92333,                0.56901,                 1.0634,                0.76273,                0.65974,                0.72396,                0.44849,                 1.1266,                0.66759,                  1.247,              0.0039818,              0.0039818,              0.0039818
                    233,                0.92235,                 0.5622,                 1.0595,                0.76527,                0.65898,                 0.7241,                0.44946,                 1.1267,                 0.6674,                 1.2472,              0.0039558,              0.0039558,              0.0039558
                    234,                0.91905,                0.55915,                 1.0564,                0.76657,                0.65962,                0.72397,                0.44984,                 1.1268,                0.66755,                 1.2474,              0.0039297,              0.0039297,              0.0039297
                    235,                0.92332,                  0.559,                 1.0592,                0.76792,                0.65926,                0.72435,                0.45116,                 1.1268,                0.66692,                 1.2476,              0.0039037,              0.0039037,              0.0039037
                    236,                0.92289,                0.55855,                 1.0605,                 0.7718,                0.66153,                0.72564,                0.44988,                 1.1271,                0.66684,                 1.2478,              0.0038776,              0.0038776,              0.0038776
                    237,                0.91742,                0.55463,                 1.0582,                 0.7694,                0.66044,                0.72552,                0.44806,                 1.1272,                0.66668,                 1.2481,              0.0038516,              0.0038516,              0.0038516
                    238,                0.91459,                0.55565,                 1.0551,                0.76975,                 0.6582,                0.72624,                0.44987,                 1.1271,                0.66702,                 1.2483,              0.0038255,              0.0038255,              0.0038255
                    239,                0.91606,                0.55386,                 1.0593,                0.77774,                0.65649,                0.72682,                0.44935,                 1.1268,                0.66696,                 1.2482,              0.0037995,              0.0037995,              0.0037995
                    240,                0.91628,                0.55269,                 1.0614,                0.77763,                0.65587,                0.72581,                0.44876,                 1.1271,                0.66691,                 1.2482,              0.0037734,              0.0037734,              0.0037734
                    241,                0.91343,                0.54969,                 1.0569,                0.77883,                0.65474,                0.72575,                0.45046,                 1.1268,                0.66746,                 1.2481,              0.0037474,              0.0037474,              0.0037474
                    242,                0.91458,                0.55159,                 1.0641,                0.77823,                0.65355,                0.72677,                0.44992,                 1.1266,                0.66709,                 1.2482,              0.0037213,              0.0037213,              0.0037213
                    243,                0.91264,                0.54615,                 1.0583,                0.77857,                 0.6526,                0.72694,                0.45078,                 1.1266,                0.66758,                 1.2484,              0.0036953,              0.0036953,              0.0036953
                    244,                0.92109,                0.54973,                 1.0591,                0.77464,                0.65314,                 0.7264,                0.44987,                 1.1264,                0.66769,                 1.2484,              0.0036692,              0.0036692,              0.0036692
                    245,                0.90551,                  0.544,                 1.0529,                0.77349,                0.65297,                0.72688,                0.45104,                 1.1267,                0.66752,                 1.2486,              0.0036432,              0.0036432,              0.0036432
                    246,                0.91056,                0.54952,                 1.0598,                0.77367,                0.65259,                0.72694,                0.45034,                 1.1269,                0.66807,                 1.2486,              0.0036171,              0.0036171,              0.0036171
                    247,                 0.9021,                0.53854,                 1.0519,                0.77176,                0.65535,                0.72721,                0.44923,                 1.1267,                0.66861,                 1.2483,              0.0035911,              0.0035911,              0.0035911
                    248,                0.90631,                0.54459,                  1.058,                0.77089,                0.65524,                0.72721,                 0.4492,                 1.1269,                0.66821,                 1.2483,               0.003565,               0.003565,               0.003565
                    249,                0.91488,                0.55158,                 1.0649,                0.76974,                0.65631,                0.72729,                0.45101,                 1.1263,                0.66804,                 1.2482,              0.0035389,              0.0035389,              0.0035389
                    250,                0.90791,                 0.5458,                 1.0516,                0.77098,                  0.658,                0.72709,                0.45063,                 1.1264,                0.66804,                 1.2482,              0.0035129,              0.0035129,              0.0035129
                    251,                0.90325,                0.54025,                 1.0493,                0.76994,                0.65863,                0.72752,                0.45052,                 1.1265,                0.66841,                  1.248,              0.0034868,              0.0034868,              0.0034868
                    252,                0.90304,                 0.5419,                 1.0527,                0.77116,                0.65869,                 0.7279,                0.45103,                 1.1267,                 0.6676,                 1.2483,              0.0034608,              0.0034608,              0.0034608
                    253,                0.89913,                 0.5442,                 1.0535,                0.77265,                0.65829,                0.72769,                0.44925,                  1.127,                0.66774,                 1.2486,              0.0034347,              0.0034347,              0.0034347
                    254,                0.89854,                0.54559,                 1.0516,                0.77367,                 0.6577,                0.72836,                0.44929,                 1.1269,                0.66745,                 1.2488,              0.0034087,              0.0034087,              0.0034087
                    255,                 0.8965,                0.53728,                 1.0509,                0.77296,                0.65787,                0.72865,                0.45059,                 1.1268,                0.66738,                 1.2488,              0.0033826,              0.0033826,              0.0033826
                    256,                 0.8984,                0.54097,                 1.0516,                0.77365,                0.65771,                0.72873,                0.45067,                 1.1271,                0.66719,                  1.249,              0.0033566,              0.0033566,              0.0033566
                    257,                0.89629,                0.53986,                  1.047,                0.77321,                0.65759,                0.72861,                0.45093,                 1.1267,                0.66669,                 1.2487,              0.0033305,              0.0033305,              0.0033305
                    258,                0.89227,                0.53771,                 1.0516,                0.77556,                0.65921,                 0.7282,                0.45221,                 1.1269,                0.66657,                  1.249,              0.0033045,              0.0033045,              0.0033045
                    259,                0.89609,                0.53178,                 1.0503,                0.77161,                0.66012,                0.72851,                0.45226,                 1.1268,                0.66661,                 1.2487,              0.0032784,              0.0032784,              0.0032784
                    260,                 0.8954,                0.53259,                 1.0542,                0.77134,                0.66076,                0.72838,                0.45203,                 1.1269,                0.66686,                 1.2489,              0.0032524,              0.0032524,              0.0032524
                    261,                0.88629,                0.52777,                 1.0486,                0.76869,                0.66179,                0.72839,                 0.4523,                 1.1269,                0.66701,                 1.2491,              0.0032263,              0.0032263,              0.0032263
                    262,                 0.8921,                0.53392,                 1.0431,                0.77004,                0.66036,                0.72819,                0.45173,                 1.1273,                0.66699,                 1.2494,              0.0032003,              0.0032003,              0.0032003
                    263,                  0.889,                0.53043,                 1.0438,                0.76859,                0.66009,                0.72837,                  0.452,                 1.1272,                0.66715,                 1.2496,              0.0031742,              0.0031742,              0.0031742
                    264,                0.89221,                0.53122,                 1.0439,                0.76223,                0.66474,                0.72826,                0.45192,                 1.1273,                0.66749,                 1.2498,              0.0031482,              0.0031482,              0.0031482
                    265,                 0.8902,                0.52909,                 1.0434,                0.76165,                0.66504,                0.72805,                0.45137,                 1.1269,                0.66751,                 1.2495,              0.0031221,              0.0031221,              0.0031221
                    266,                0.88766,                 0.5243,                 1.0419,                0.75993,                 0.6683,                0.72735,                0.45082,                 1.1269,                 0.6681,                 1.2494,              0.0030961,              0.0030961,              0.0030961
                    267,                0.89334,                0.53317,                 1.0439,                0.76073,                0.66982,                0.72754,                0.45096,                 1.1267,                 0.6676,                 1.2492,                0.00307,                0.00307,                0.00307
                    268,                0.88894,                0.52977,                 1.0456,                0.76029,                0.67265,                0.72777,                0.45083,                 1.1268,                0.66835,                 1.2493,              0.0030439,              0.0030439,              0.0030439
                    269,                0.88862,                0.52867,                 1.0435,                0.76123,                0.67271,                0.72751,                0.45062,                  1.127,                0.66861,                 1.2492,              0.0030179,              0.0030179,              0.0030179
                    270,                0.88656,                0.52273,                 1.0424,                0.76089,                0.67302,                0.72784,                0.45016,                 1.1271,                0.66876,                 1.2493,              0.0029918,              0.0029918,              0.0029918
                    271,                0.87836,                0.52808,                 1.0435,                0.76009,                0.67305,                0.72759,                0.45002,                 1.1274,                0.66826,                 1.2493,              0.0029658,              0.0029658,              0.0029658
                    272,                0.88678,                0.53078,                  1.043,                0.76037,                  0.673,                 0.7276,                0.45022,                 1.1275,                0.66861,                 1.2494,              0.0029397,              0.0029397,              0.0029397
                    273,                0.88377,                0.52509,                 1.0424,                0.76098,                0.67264,                 0.7279,                0.44989,                  1.128,                0.66867,                 1.2498,              0.0029137,              0.0029137,              0.0029137
                    274,                0.88628,                0.53025,                 1.0444,                 0.7611,                0.67231,                0.72763,                 0.4501,                 1.1278,                0.66885,                 1.2495,              0.0028876,              0.0028876,              0.0028876
                    275,                0.88019,                0.51565,                 1.0402,                0.76135,                0.67244,                0.72767,                0.44991,                 1.1285,                0.66885,                 1.2498,              0.0028616,              0.0028616,              0.0028616
                    276,                0.88022,                0.52498,                 1.0412,                0.76095,                0.67241,                0.72749,                0.45046,                 1.1287,                0.66901,                 1.2501,              0.0028355,              0.0028355,              0.0028355
                    277,                0.88834,                 0.5249,                 1.0442,                 0.7545,                0.66501,                0.72603,                0.45049,                 1.1286,                0.66871,                 1.2499,              0.0028095,              0.0028095,              0.0028095
                    278,                0.87834,                0.51588,                 1.0395,                0.75692,                0.66528,                0.72618,                0.45081,                 1.1286,                0.66835,                 1.2501,              0.0027834,              0.0027834,              0.0027834
                    279,                0.87378,                0.51634,                 1.0385,                0.76219,                0.67184,                0.72692,                0.45199,                 1.1288,                0.66894,                 1.2503,              0.0027574,              0.0027574,              0.0027574
                    280,                0.86528,                0.51401,                 1.0335,                0.75906,                0.67286,                0.72661,                0.45122,                 1.1289,                 0.6684,                 1.2505,              0.0027313,              0.0027313,              0.0027313
                    281,                 0.8781,                0.52205,                 1.0401,                 0.7555,                0.66309,                0.72551,                0.44903,                 1.1294,                0.66912,                 1.2507,              0.0027053,              0.0027053,              0.0027053
                    282,                0.87024,                0.51652,                 1.0341,                0.75536,                0.66262,                0.72542,                0.44836,                 1.1295,                0.66945,                 1.2509,              0.0026792,              0.0026792,              0.0026792
                    283,                0.87265,                0.51625,                 1.0328,                0.75244,                0.66293,                 0.7256,                0.44887,                 1.1293,                0.66957,                 1.2509,              0.0026532,              0.0026532,              0.0026532
                    284,                0.86775,                 0.5127,                 1.0328,                 0.7501,                 0.6629,                0.72556,                0.45024,                 1.1298,                0.66917,                 1.2512,              0.0026271,              0.0026271,              0.0026271
                    285,                0.87228,                0.51601,                 1.0382,                0.75075,                0.66311,                0.72488,                0.44979,                 1.1296,                0.66887,                 1.2512,              0.0026011,              0.0026011,              0.0026011
                    286,                0.87035,                0.51189,                 1.0343,                0.74918,                0.66396,                0.72481,                0.45003,                 1.1298,                0.66888,                 1.2517,               0.002575,               0.002575,               0.002575
                    287,                0.86717,                0.51271,                 1.0373,                0.74941,                0.66553,                0.72499,                0.45027,                 1.1297,                0.66867,                 1.2514,              0.0025489,              0.0025489,              0.0025489
                    288,                0.86261,                0.50838,                 1.0306,                0.75584,                0.67483,                 0.7264,                0.45191,                 1.1295,                0.66871,                 1.2514,              0.0025229,              0.0025229,              0.0025229
                    289,                0.86598,                0.51249,                 1.0322,                0.75522,                0.67503,                0.72631,                0.45169,                 1.1296,                0.66831,                 1.2514,              0.0024968,              0.0024968,              0.0024968
                    290,                0.86416,                0.51072,                 1.0346,                0.74946,                0.66618,                0.72517,                0.45061,                 1.1294,                0.66787,                 1.2513,              0.0024708,              0.0024708,              0.0024708
                    291,                0.85969,                0.51129,                   1.03,                0.74953,                 0.6676,                 0.7249,                0.45195,                   1.13,                0.66836,                 1.2514,              0.0024447,              0.0024447,              0.0024447
                    292,                0.86112,                0.51055,                 1.0322,                0.74889,                0.66682,                0.72482,                0.45176,                 1.1302,                0.66826,                 1.2516,              0.0024187,              0.0024187,              0.0024187
                    293,                0.85362,                0.50429,                 1.0244,                0.74844,                0.66592,                0.72508,                0.45133,                 1.1302,                  0.669,                 1.2517,              0.0023926,              0.0023926,              0.0023926
                    294,                0.85863,                0.50776,                  1.033,                0.74846,                 0.6658,                0.72437,                0.45114,                 1.1304,                0.66931,                 1.2518,              0.0023666,              0.0023666,              0.0023666
                    295,                0.86105,                0.50904,                 1.0367,                0.74875,                0.66576,                0.72444,                0.45076,                 1.1303,                0.66974,                 1.2519,              0.0023405,              0.0023405,              0.0023405
                    296,                0.85612,                0.50362,                 1.0262,                  0.749,                0.66585,                0.72449,                 0.4506,                 1.1305,                0.67058,                 1.2521,              0.0023145,              0.0023145,              0.0023145
